CD_USE_AMT_24,COMM_DATE_24_4,COMM_MESSENGER_24_4,COMM_SNS_24_4,COMM_VOIP_24_4,ENT_BROADCAST_24_4,ENT_MUSIC_24_4,ENT_PIC_24_4,ENT_RADIO_24_4,ENT_SVOD_24_4,ENT_WEBTOON_24_4,FIN_BANK_24_4,FIN_COIN_24_4,FIN_INSUR_24_4,FIN_PAY_24_4,FIN_STOCK_24_4,ICM_24,ICM_RT_24,INFO_BLOG_24_4,INFO_BOOK_24_4,INFO_NEWS_24_4,INFO_PORTAL_24_4,LEISURE_HOTEL_24_4,LEISURE_SPORT_24_4,LEISURE_TRAVEL_24_4,LIFE_CAR_24_4,LIFE_DELIVERY_24_4,LIFE_HEALTH_24_4,LIFE_HOUSE_24_4,LIFE_MOVE_24_4,NET_ASST_24,SC0000000_24,SHC_1YEAR_MEAN_AMT,SHC_ACCO_AMT_24_4,SHC_BEAUTY_AMT_24_4,SHC_CAR_AMT_24_4,SHC_CAR_SERVICE_AMT_24_4,SHC_CLOTHES_AMT_24_4,SHC_CONV_AMT_24_4,SHC_CUL_AMT_24_4,SHC_DEP_AMT_24_4,SHC_DLV_AMT_24_4,SHC_ENT_AMT_24_4,SHC_E_CHARGE_AMT_24_4,SHC_E_COMM_AMT_24_4,SHC_FOOD_AMT_24_4,SHC_FURN_AMT_24_4,SHC_HOTEL_AMT_24_4,SHC_HOUSEHOLD_AMT_24_4,SHC_LIF_STG,SHC_MART_AMT_24_4,SHC_MED_AMT_24_4,SHC_M_CONV_AMT_24_4,SHC_M_DEP_AMT_24_4,SHC_M_DF_AMT_24_4,SHC_M_H_SHOP_AMT_24_4,SHC_M_MART_AMT_24_4,SHC_M_OUTLET_AMT_24_4,SHC_M_S_MART_AMT_24_4,SHC_OIL_AMT_24_4,SHC_SSM_AMT_24_4,SHC_STARBUCKS_AMT_24_4,SHC_TRANS_AMT_24_4,SHC_TRAVEL_AMT_24_4,SHC_TRAVEL_OS_AMT_24_4,SHOP_BEAUTY_24_4,SHOP_JIKGU_24_4,SHOP_OPEN_24_4,SHOP_SOCIAL_24_4,AGE,JB_TP,SEX,SHC_AIRLINE_OS,SHC_APP_GD,SHC_BASEBALL,SHC_BUY_LUX_TF,SHC_BUY_PHONE,SHC_CH_BIRTH,SHC_DONATION_TF,SHC_GAME_GD,SHC_GOLF_GD,SHC_GOLF_INDOOR,SHC_HB_1ST,SHC_KTX,SHC_MUSEUM,SHC_MUSIC_TF,SHC_PET_GD,SHC_PREFER_HIK,SHC_PREFER_SPORTS,SHC_TRAVEL_GD,SHC_TRAVEL_OS,SHC_T_AGENCY_OS,SHC_VIP_CARD_TF,SHC_WED,Persona_Cluster,customer_id
47682.0,-3.3945597038729787,237.88520736924167,286.19930301887223,-21.96440309954663,180.36708626512373,188.55304500496987,25.77891356215704,18.663923282063067,83.94402534996215,96.46937783699404,366.3042472246675,41.27902251712344,32.289322575393086,251.81922555241445,13.359630112175992,46844.0,16.0,151.75043857720206,23.905008183188844,71.88092787772258,330.80042518547265,41.3546033236627,48.34104962700546,5.579174229513289,18.136961413980003,113.1628472676867,67.69118840763879,15.61942271637944,9.101313719892612,468723.3035088041,774.0,1239450.0,0.0,192658.0,2471615.0,49234.0,0.0,92072.75839647152,488133.0,502716.0,407607.8402971032,0.0,3573.0,1627274.0,1490596.0,669653.0,17809.0,0.0,1,203909.0,871722.0,67739.83203522,0.0,0.0,0.0,30167.0,277924.204492488,0.0,1582485.0,0.0,0.0,141035.0,160426.0,422070.0,210.9609940706679,36.43591523141322,69.92997555398816,86.96976793988216,35,910,1,0.0,0,0.0,1,0,0.0,0,3,0,0.0,0.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0.0,2,C000001
0.0,-11.138059802992636,129.18452030526657,196.08510528520472,70.89380063657909,223.1415322204048,154.4589194444512,79.17875616724177,13.062107593280375,94.55433976494744,29.74770284143117,237.9244245705001,-16.75971216559575,4.62579723413285,294.54706848886235,-36.01616545931668,48005.0,44.0,72.5198000323552,-18.17611047579252,93.3428836577137,345.5219588541873,24.191514016256324,54.61555260180048,42.25415327720823,24.95435562076449,33.719084479115345,58.31424280642799,13.249718489157624,17.486140497182028,365448.0,889.0,4603897.0,0.0,0.0,0.0,0.0,0.0,74994.58611433694,101840.0,0.0,0.0,276262.0,10777.0,4922411.8213317655,3212482.1829128545,356450.0,0.0,669008.2235906043,2,178598.68404425908,0.0,95375.45734929296,20510.0,73444.0,5242.0,51332.0,0.0,0.0,0.0,1026110.0,56335.26805950109,134525.0,243098.0,148229.00581989822,28.041934900398587,-12.33973860520409,53.19196285131228,104.55187883895636,25,910,1,0.0,0,0.0,0,0,0.0,0,3,2,0.0,12.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000002
0.0,46.24984294210912,272.21050367966484,207.9483915533756,32.59640313574165,476.0471504551239,105.34728376884152,6.656948864849852,29.557355409285407,64.79242488978333,62.11834924940759,243.4076479233877,56.79008874707011,31.75464678707725,208.6185278042212,111.27961356243635,14078.689467325325,37.0,59.11847657031265,-11.326675374288804,13.982756537029886,364.5142684569196,36.03784965584312,6.6538316404060325,14.076267124013334,10.155428869918213,69.24978968388807,99.79145635453702,17.16101496154454,17.289342251190014,173402.0,731.0,1730581.0,67911.0,101820.0,0.0,165179.0,157573.0,284688.934024808,799981.6909253821,0.0,176011.0,0.0,0.0,2162252.0,2952342.0,0.0,0.0,0.0,1,0.0,0.0,148271.0,33279.0,0.0,0.0,305464.1128649137,0.0,0.0,1998250.217840279,5163063.179271075,8069.277394399745,34605.0,109414.0,935872.0,46.35765820472946,44.62179148942567,148.8648072262225,76.2722119741451,30,420,1,0.0,0,0.0,0,0,0.0,0,0,0,0.0,10.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000003
46150.0,25.51796150382776,116.91649766423362,285.28228259514907,73.56673375745163,201.04250927440967,148.16823606986284,44.94964703082198,19.80698315894153,54.53993096174382,58.29821214695011,231.8477416371209,46.221873184626965,26.35020015184257,27.71795917311257,53.90530764097724,43445.0,45.0,84.4767792161336,-19.97863998546337,114.71081345104302,540.1043028120296,32.4518759412923,84.56753888112621,7.426902182491566,35.71629728148997,32.21778773124746,32.43856009211011,26.52899719552505,10.472651110516024,468723.3035088041,1012.0,2859608.0,217236.7249288435,156070.0,1839279.0,0.0,106579.0,56238.214265648494,638164.0,518422.3837912572,137109.0436042798,0.0,14738.0,3332860.0,3212482.1829128545,573260.0,0.0,403291.0,0,0.0,1528212.5022456774,76500.94145505992,0.0,0.0,2732.0,0.0,0.0,299631.0,1812713.0,2899135.0,0.0,169419.0,1666591.1407414456,271921.0,278.7407247299277,-57.29731613029188,61.7319634572567,80.21899916616792,30,420,1,0.0,3,0.0,1,0,0.0,0,0,0,0.0,0.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0.0,2,C000004
67299.0,26.92491503188399,272.21050367966484,206.15696589903152,-21.96440309954663,476.0471504551239,149.09978027403133,39.79841929428338,40.5513827111191,67.49550731876538,62.033895218120016,57.5392895642689,-7.855240889894425,19.316601492157066,258.31535724859674,87.33006304216028,15348.0,2.42482851995225,107.41138002125469,11.189931251155556,125.68350506659472,465.2337756350638,22.554126754041988,80.87875255393705,17.752740497587283,71.4656016256852,49.9991254604107,40.23779265766965,12.964219440813311,12.621076007445897,126976.0,913.0,1659087.0,16400.0,236803.0,0.0,0.0,0.0,74169.03444724987,0.0,505824.0,177260.0,209929.0,13762.0,4884164.0,1064396.0,971090.3579572836,10851.0,0.0,1,0.0,0.0,261440.0,279685.0,89252.29898085371,0.0,151508.0,0.0,377569.0,229228.0,0.0,47933.0,0.0,0.0,0.0,77.10848650519824,97.89023078920304,87.31956626471937,73.59019886346071,30,910,1,0.0,3,0.0,0,0,0.0,0,3,0,0.0,6.0,,0.0,0,0,0.0,0.0,0,0.3157149995297424,0.0,0,0.0,2,C000005
83066.06114134086,37.42150269696283,148.092161333306,244.7813862071704,31.42781461549601,290.11362462576045,192.4263607149795,56.69927563953439,13.342732159687491,107.23600302537052,50.41388965984345,265.5760004566727,124.3113917816519,15.230922333588945,362.5022511311613,75.29524892998344,50592.0,37.0,95.31850508013927,1.915286373654244,123.2546018586309,314.2152516961131,31.697643944755068,92.44559917124896,20.29505969712521,22.11968034745762,109.1624075229484,33.73720607908607,22.047470558005426,-8.3568999745877,138257.0,604.7801149853944,-274848.7067718031,217236.7249288435,250378.0,0.0,0.0,0.0,102417.47814044992,799981.6909253821,275593.05411154043,40015.0,304418.535481646,0.0,513829.0,1314073.0,13442.0,47827.0,931558.0,2,191728.92832730195,1135367.0,85826.7615758488,0.0,0.0,25234.753198209542,45390.0,277924.204492488,0.0,1998250.217840279,1549867.0,22165.0,362864.02236356825,0.0,0.0,96.1299239285947,99.82446870830516,3.8807934736840224,81.39602103819661,35,510,1,0.0,0,0.0,0,0,0.0,0,0,0,0.0,6.0,,0.0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,2,C000006
4092.0,15.041403277053933,216.06506275446927,224.06276859485064,13.894422552088962,417.838212317701,229.7603570101799,30.95518149663916,8.166753127826777,87.20625026023791,69.61736414510416,75.66700187671657,33.62407924917694,15.965888654005417,95.1189249447399,81.69999039158122,14605.0,70.0,171.6307120910493,17.798655725478127,117.67206026212124,247.1447502944538,34.96732707894684,43.38746673167,-6.340123207551143,82.60840648719764,163.75623868366193,-9.979345610933755,0.2481589373100163,7.336745985591838,468723.3035088041,652.0,2535943.0,217236.7249288435,0.0,0.0,0.0,0.0,64684.51401382097,307146.0,896444.5799319383,374447.2906234131,0.0,15965.0,0.0,224103.0,443295.0,46352.0,1064336.0,0,270778.0,0.0,65490.468747690255,0.0,35271.0,0.0,0.0,167525.0,265921.0,0.0,5163063.179271075,0.0,114849.0,94269.0,2218370.070062194,181.16834866094385,21.81827232364902,73.15905805992979,99.72632699633854,30,910,1,0.0,0,0.0,1,0,0.0,0,0,0,0.0,8.0,1.0,0.0,0,0,0.0,0.4531038202291233,0,0.3157149995297424,0.0,0,0.0,2,C000007
30192.0,46.24984294210912,140.66510548947514,261.5167943704683,66.96242799695491,227.0698120468045,191.8920742043529,76.31255065674287,13.597964972070807,46.95840398785731,61.63519472398982,146.91934362756524,17.95211061303479,9.482899916549338,27.71795917311257,-35.90979120912199,48847.0,26.0,15.646764927690144,49.06599198824981,110.06538665930412,327.59773647208044,-1.3133446386354493,83.57076664198168,19.976977639075468,129.93689576783785,107.437662108976,68.8123352845239,13.948914288749794,12.587183178039307,324690.0,1023.0,1223986.0,0.0,0.0,1761154.0,872609.720607555,0.0,98075.61442744812,339197.0,5328.0,300406.1335934476,0.0,0.0,963154.725178737,0.0,0.0,0.0,893454.6761872671,2,105232.6567097656,0.0,95481.99720184023,347085.0,0.0,0.0,181612.0,0.0,460347.0,373790.0,3161771.0,7454.639118989879,105992.0,0.0,0.0,-6.884995603555694,118.29482376537716,77.02311834751079,39.44217002070609,30,420,1,0.0,3,0.0,0,0,0.0,0,3,0,0.0,0.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,2,C000008
70550.0,46.24984294210912,225.60792407896656,194.521158243974,7.653286409802604,322.01005486840387,159.77500143823943,2.67904715712038,41.37842911474395,121.72038057487646,106.43661137643244,144.5132991492452,86.34745175312254,23.089717519101363,248.95804188556045,150.7364343566977,51557.0,55.0,138.75459215746992,35.681704461909824,-36.72965601522023,405.12420311703374,24.680540964482336,8.309838341408792,42.25415327720823,129.93689576783785,155.38721563008295,62.13908277641637,27.15088896399796,5.319083988878652,242741.0,671.0,2787918.0,41857.0,0.0,0.0,68640.0,512057.4377056072,23254.91078032938,205257.0,208355.8903646544,341690.0,0.0,0.0,907215.0,61986.0,0.0,33031.0,991392.0,0,93281.0,1232195.0,55430.709323265386,340680.0,10173.0,0.0,0.0,94059.0,331858.0,1975221.0,4287818.0,7149.0,0.0,1666591.1407414456,172612.0,118.92033532532456,18.30155400735349,115.47128828416987,52.5439089065199,30,910,1,0.0,0,0.0,1,0,0.0,0,0,0,0.0,7.0,,0.0,0,0,0.0,0.0,0,0.0,0.0,1,0.0,2,C000009
83066.06114134086,46.24984294210912,180.92293298916,313.1956910851959,53.07961036275222,476.0471504551239,173.65285020210382,40.5645541361466,24.97223611302653,121.72038057487646,95.37761051727266,172.4011076659212,92.858108383381,4.1956502421317134,142.10418578776878,128.51964501911928,40874.0,45.0,105.23943199673758,35.55486173071913,122.80902574496947,247.1447502944538,31.71476485164968,18.904377866041663,-13.193314235697356,35.89239348865719,90.26997872505214,14.35390279635486,20.76244666567193,-6.912043720679755,124414.0,747.0,2032483.0,73115.0,0.0,1621404.0,149590.0,0.0,0.0,194740.0,17798.0,267927.0,62861.842185943286,3495.0,3862086.0,0.0,0.0,0.0,860033.0,2,124503.17855048049,0.0,0.0,0.0,0.0,0.0,87157.0,0.0,652863.0,0.0,844026.9701960317,30650.0,0.0,94764.23423073297,114702.0,123.9725928420307,181.83195109237647,59.75147491460592,104.55187883895636,25,420,1,0.0,0,0.0,0,0,0.0,0,2,0,0.0,6.0,,0.0,0,1,0.0,0.0,0,0.0,0.0,0,0.0,2,C000010
